Accel_X,Accel_Y,Accel_Z,GYRO_X,GYRO_Y,GYRO_Z,Magn_X,Magn_Y,Magn_Z
-0.2265625,1.042236328125,-0.47607421875,68.9697265625,-31.6009521484375,2.64739990234375,10.7666015625,56.2255859375,52.935791015625
-0.2529296875,1.01025390625,-0.455078125,62.2406005859375,-35.0341796875,-5.035400390625,10.9161376953125,55.4779052734375,53.3843994140625
-0.258544921875,0.996826171875,-0.55419921875,56.99920654296875,-28.656005859375,-5.645751953125,10.7666015625,55.62744140625,53.8330078125
-0.22021484375,1.001953125,-0.526611328125,39.19219970703125,-15.51055908203125,-10.94818115234375,10.9161376953125,56.6741943359375,51.8890380859375
-0.217041015625,1.2099609375,-0.554931640625,14.50347900390625,-9.033203125,3.10516357421875,9.869384765625,55.62744140625,53.533935546875
-0.204833984375,1.1240234375,-0.58740234375,-4.52423095703125,4.73785400390625,22.8729248046875,9.869384765625,56.2255859375,53.533935546875
-0.194580078125,1.206298828125,-0.709228515625,-9.9945068359375,19.56939697265625,25.96282958984375,10.3179931640625,55.4779052734375,52.7862548828125
-0.195068359375,1.187744140625,-0.61767578125,-17.181396484375,32.16552734375,26.9317626953125,10.3179931640625,55.4779052734375,52.7862548828125
-0.25537109375,1.2001953125,-0.5771484375,-30.40313720703125,33.416748046875,25.10833740234375,10.3179931640625,55.4779052734375,52.7862548828125
-0.27880859375,1.208251953125,-0.56103515625,-39.57366943359375,28.16009521484375,20.1416015625,10.3179931640625,55.4779052734375,52.7862548828125
-0.292724609375,1.1787109375,-0.54736328125,-45.15838623046875,20.25604248046875,16.21246337890625,9.5703125,54.43115234375,52.63671875
-0.266357421875,1.146728515625,-0.53662109375,-56.81610107421875,10.41412353515625,7.1258544921875,10.16845703125,55.926513671875,53.8330078125
-0.2890625,1.15283203125,-0.5029296875,-63.24005126953125,-1.85394287109375,-0.98419189453125,10.3179931640625,54.5806884765625,53.3843994140625
-0.313232421875,1.047119140625,-0.510009765625,-66.06292724609375,-10.35308837890625,-9.0789794921875,10.6170654296875,54.5806884765625,53.3843994140625
-0.264892578125,0.964111328125,-0.524169921875,-65.0177001953125,-10.09368896484375,-31.341552734375,10.6170654296875,53.9825439453125,53.3843994140625
-0.27734375,0.9462890625,-0.480224609375,-72.68524169921875,-12.33673095703125,-41.2445068359375,11.065673828125,54.43115234375,52.63671875
-0.252197265625,0.885009765625,-0.40380859375,-56.72454833984375,-7.8277587890625,-55.938720703125,12.56103515625,54.132080078125,54.730224609375
-0.24560546875,0.8017578125,-0.37060546875,-51.81884765625,-9.98687744140625,-68.13812255859375,12.56103515625,54.132080078125,54.730224609375
-0.176025390625,0.789306640625,-0.3623046875,-47.58453369140625,-17.34161376953125,-49.90386962890625,12.56103515625,54.132080078125,54.730224609375
-0.224853515625,0.740234375,-0.332763671875,-43.87664794921875,-17.4102783203125,-44.89898681640625,12.56103515625,54.132080078125,54.730224609375
-0.140380859375,0.7138671875,-0.286376953125,-33.88214111328125,-22.51434326171875,-26.275634765625,12.56103515625,54.132080078125,54.730224609375
